"Year","Page","Section","Score","Strength","Stage","SDGs","Tags","Quant","Oversight","Summary","Text"
2020,41,"Corporate Overview Financial Statements Management Reports 76 77",4,"moderate","Planned","SDG 3, SDG 4, SDG 11","initiative, target","","","Education, healthcare, and community development are prioritized initiatives for Coromandel to positively impact local communities.","education, healthcare and community development initiatives shall remain its priority and major domain areas to make a meaningful impact on their lives in our geographical locations."
2020,41,"Corporate Overview Financial Statements Management Reports 76 77",4,"moderate","In progress","SDG 17","initiative","","","Coromandel implements CSR projects directly or through partnerships with NGOs, trusts, and other organizations.","Coromandel undertakes CSR initiatives/projects directly or through AMM Foundation of Murugappa group or through any other NGO, Trust or agencies and entities as it deems suitable."
2020,41,"Corporate Overview Financial Statements Management Reports 76 77",4,"moderate","In progress","SDG 17","initiative","","","Coromandel collaborates with government entities at both local and national levels to implement programs.","Coromandel complements the government initiatives at the local level and has taken up to the national levels in partnership with local government and also engaged with respective departments for smooth implementation of the programs."
2020,5,"Corporate Overview Financial Statements Management Reports 4 5 Annual Report 2019-20 Coromandel International Limited Modern R&D lab for new product development Smart Technology Technology is beginning to play a significant role in shaping the",4,"moderate","In progress","SDG 13","initiative","","","The company is investing in technologies and processes to reduce its carbon emissions.","We have been investing in technologies and improving our processes to minimise our carbon footprint."
2020,5,"Corporate Overview Financial Statements Management Reports 4 5 Annual Report 2019-20 Coromandel International Limited Modern R&D lab for new product development Smart Technology Technology is beginning to play a significant role in shaping the",4,"moderate","In progress","SDG 6, SDG 12","initiative","","","The company is working towards recycling liquid discharge at its plants.","We are working towards recycling the liquid discharge at our plants."
2020,5,"Corporate Overview Financial Statements Management Reports 4 5 Annual Report 2019-20 Coromandel International Limited Modern R&D lab for new product development Smart Technology Technology is beginning to play a significant role in shaping the",4,"moderate","In progress","SDG 13, SDG 15","initiative","","","The company is collaborating with TERI to develop a green belt at its Vizag plant.","We are working with organisations like TERI to develop green belt in our Vizag plant."
2020,5,"Corporate Overview Financial Statements Management Reports 4 5 Annual Report 2019-20 Coromandel International Limited Modern R&D lab for new product development Smart Technology Technology is beginning to play a significant role in shaping the",4,"moderate","In progress","SDG 4","initiative","","","The company supports employee volunteering programs to help slow learners and reduce school dropout rates.","Through our employee volunteering programmes, we also ensure that the slow learners are provided attention and environment to enhance skills, with an overall aim to lower school dropout cases."
2020,5,"Corporate Overview Financial Statements Management Reports 4 5 Annual Report 2019-20 Coromandel International Limited Modern R&D lab for new product development Smart Technology Technology is beginning to play a significant role in shaping the",4,"moderate","In progress","SDG 2, SDG 13","initiative","","","The company converts waste into organic manure to improve soil health and reduce carbon deficiency.","Our conversion of city waste, sugarcane molasses and its by-products into organic manure has enabled us to address to the carbon deficiency of arable soil and strike the right nutrition balance in the soils."
2020,5,"Corporate Overview Financial Statements Management Reports 4 5 Annual Report 2019-20 Coromandel International Limited Modern R&D lab for new product development Smart Technology Technology is beginning to play a significant role in shaping the",4,"moderate","In progress","SDG 2, SDG 12","initiative","","","The company is the largest manufacturer of neem-based biopesticides, promoting sustainable agriculture practices.","We are the largest neem-based bio pesticides manufacturer helping in sustainable agriculture."
2020,5,"Corporate Overview Financial Statements Management Reports 4 5 Annual Report 2019-20 Coromandel International Limited Modern R&D lab for new product development Smart Technology Technology is beginning to play a significant role in shaping the",4,"moderate","In progress","SDG 13, SDG 15","initiative","","","The company's initiative to convert waste into green spaces has received global recognition.","Our initiative to convert Phospho gypsum heaps into green belt has been recognized globally."
2020,41,"Corporate Overview Financial Statements Management Reports 76 77",4,"moderate","In progress","SDG 12, SDG 13, SDG 6","initiative, aspiration","","","Coromandel engages in various environmental activities, including green belt development, resource efficiency, and water conservation.","The Company is also actively involved in sustainable development through various environmental activities at a large scale like development of green belt, continual improvement in consumption of Raw materials along with efficient energy saving practices and water conservation by recycling the waste water, rain water harvesting etc."
2020,5,"Corporate Overview Financial Statements Management Reports 4 5 Annual Report 2019-20 Coromandel International Limited Modern R&D lab for new product development Smart Technology Technology is beginning to play a significant role in shaping the",4,"moderate","In progress","SDG 15","initiative","","","Coromandel promotes soil health through marketing organic composts.","Coromandel has been pioneering efforts in the area of soil health enrichment by marketing various composts which are rich sources of organic carbon and help in replenishing the soil."
2020,5,"Corporate Overview Financial Statements Management Reports 4 5 Annual Report 2019-20 Coromandel International Limited Modern R&D lab for new product development Smart Technology Technology is beginning to play a significant role in shaping the",4,"moderate","In progress","SDG 15","policy","","","Coromandel continues its commitment to improving soil health and raising awareness.","During the year, the Company continued its commitment towards improving soil health and creating awareness among the users."
2020,5,"Corporate Overview Financial Statements Management Reports 4 5 Annual Report 2019-20 Coromandel International Limited Modern R&D lab for new product development Smart Technology Technology is beginning to play a significant role in shaping the",4,"moderate","Planned","SDG 13","policy, initiative","","","The company states its commitment to environmental sustainability and took steps to improve environmental management.","The Company’s commitment to environmental sustainability remains firm. To improve Environmental Management, reporting gap study was carried out and plans were established."
2020,5,"Corporate Overview Financial Statements Management Reports 4 5 Annual Report 2019-20 Coromandel International Limited Modern R&D lab for new product development Smart Technology Technology is beginning to play a significant role in shaping the",4,"moderate","In progress","SDG 7, SDG 13","initiative","","","The company implemented energy-efficient lighting systems across its organization.","Energy-efficient lighting systems were deployed across the organisation."
